# wavelength,       abs_cross_section ,  abs_cross_sectionR,     omega_0        #cgs units
4.07380277804e-05    3.95550162701e-30    4.03132616231e-26    0.99990189051
4.1686938347e-05    3.95550162701e-30    3.66120725549e-26    0.999891973493
4.26579518802e-05    3.95550162701e-30    3.32571999125e-26    0.999881077444
4.3651583224e-05    3.95550162701e-30    3.02153716273e-26    0.999869106893
4.46683592151e-05    3.95550162701e-30    2.74566283468e-26    0.999855957118
4.57088189615e-05    3.95550162701e-30    2.49539780068e-26    0.999841513256
4.67735141287e-05    3.95550162701e-30    2.26830885248e-26    0.999825649317
4.78630092323e-05    3.95550162701e-30    2.06220141234e-26    0.999808227119
4.89778819368e-05    3.95550162701e-30    1.87509513594e-26    0.999789095107
5.01187233627e-05    7.62559523139e-30    1.70520214262e-26    0.999553003927
5.12861383991e-05    1.70659720268e-29    1.55090757215e-26    0.998900823375
5.2480746025e-05    1.44932883307e-29    1.41075220411e-26    0.99897370963
5.3703179637e-05    2.05920804724e-29    1.28341690789e-26    0.998398096999
5.49540873858e-05    4.13652925871e-29    1.16770871931e-26    0.996470072082
5.6234132519e-05    4.70736346257e-29    1.06254836393e-26    0.995589282548
5.75439937337e-05    5.74134597621e-29    9.66959068364e-27    0.994097518731
5.88843655356e-05    7.2910689784e-29    8.80056519642e-27    0.991783299947
6.02559586074e-05    6.81100922536e-29    8.01039848367e-27    0.99156897692
6.16595001861e-05    1.01160812136e-28    7.29183526173e-27    0.98631666903
6.3095734448e-05    1.04074900072e-28    6.63830080057e-27    0.984564060994
6.45654229035e-05    1.45185445027e-28    6.04383537319e-27    0.976541451501
6.60693448008e-05    1.48211650767e-28    5.50303524388e-27    0.9737736373
6.76082975392e-05    1.15868037653e-28    5.01099951379e-27    0.977399837915
6.91830970919e-05    1.91372739077e-28    4.56328221678e-27    0.959750446488
7.07945784384e-05    1.90343219709e-28    4.15584912483e-27    0.956204602875
7.24435960075e-05    1.72386737888e-28    3.78503878102e-27    0.95643967598
7.41310241301e-05    3.91577675112e-28    3.44752732976e-27    0.898002874468
7.58577575029e-05    4.18448144842e-28    3.14029675995e-27    0.882416931801
7.76247116629e-05    2.9615008648e-28    2.8606062175e-27    0.906185318738
7.94328234724e-05    3.2093886526e-28    2.60596607985e-27    0.890348722873
8.12830516164e-05    8.92157406941e-28    2.37411451728e-27    0.726857583312
8.31763771103e-05    1.46587997452e-27    2.1629962945e-27    0.596051266052
8.51138038202e-05    6.92056812724e-28    1.97074359128e-27    0.740101882333
8.70963589956e-05    3.41350731862e-28    1.79565864399e-27    0.840267087398
8.91250938134e-05    1.05497028671e-27    1.63619802975e-27    0.607987995305
9.12010839356e-05    2.28966460556e-27    1.49095843328e-27    0.394368446144
9.33254300797e-05    2.10593176036e-27    1.35866375268e-27    0.392156529547
9.54992586021e-05    3.25327217481e-27    1.23815341465e-27    0.275670472546
9.77237220956e-05    3.29670991768e-27    1.12837178292e-27    0.254994564906
0.0001    3.92582253865e-27    1.0283585548e-27    0.207573872534
0.000102329299228    2.57015750379e-27    9.37240051665e-28    0.267218083165
0.000104712854805    9.54625656226e-27    8.5422131806e-28    0.0821328911892
0.000107151930524    4.44828834641e-26    7.78578952752e-28    0.0172018072589
0.000109647819614    8.66768658463e-26    7.09654602427e-28    0.00812087034457
0.00011220184543    5.25008096177e-26    6.46849055508e-28    0.0121707911817
0.00011481536215    2.93534758907e-26    5.89616879653e-28    0.0196912484684
0.000117489755494    2.86291118325e-26    5.37461551915e-28    0.0184273121437
0.000120226443462    1.80839477427e-26    4.89931035471e-28    0.0263774218257
0.000123026877081    3.26306375119e-25    4.46613761249e-28    0.00136682379794
0.000125892541179    6.12917255997e-25    4.07134976754e-28    0.00066381670572
0.000128824955169    7.87907747501e-25    3.71153427995e-28    0.000470840241389
0.000131825673856    7.30454481808e-25    3.38358343654e-28    0.000463001722326
0.000134896288259    5.23475737244e-25    3.08466693532e-28    0.000588919427531
0.00013803842646    5.56747043708e-25    2.81220696e-28    0.000504858934404
0.000141253754462    5.16310631097e-25    2.56385551491e-28    0.00049632582652
0.000144543977075    8.06981477378e-25    2.33747381294e-28    0.000289572562712
0.000147910838817    1.27206911398e-23    2.13111352793e-28    1.67528462274e-05
0.000151356124844    7.99198973202e-24    1.94299974096e-28    2.43112487548e-05
0.000154881661891    5.03252169049e-24    1.77151542563e-28    3.52001079586e-05
0.000158489319246    9.42744767852e-24    1.6151873319e-28    1.71325231891e-05
0.000162181009736    8.39445304977e-24    1.47267314108e-28    1.75431001531e-05
0.000165958690744    2.08228736182e-23    1.34274977635e-28    6.44839488722e-06
0.000169824365246    1.74086966957e-23    1.22430276375e-28    7.03265830316e-06
0.000173780082875    7.20479741784e-24    1.11631654844e-28    1.54938326184e-05
0.000177827941004    3.27738119479e-24    1.01786567965e-28    3.10563223498e-05
0.000181970085861    4.45476484631e-24    9.28106785701e-29    2.08335901428e-05
0.000186208713666    4.22661920185e-24    8.46271267704e-29    2.00220148358e-05
0.000190546071796    1.17429991573e-23    7.716586471e-29    6.57117969657e-06
0.000194984459976    2.74653815927e-22    7.03630508032e-29    2.56188076396e-07
0.000199526231497    2.14928212872e-22    6.41604981013e-29    2.98520506409e-07
0.000204173794467    4.65088387286e-22    5.85051719172e-29    1.25793647309e-07
0.000208929613085    4.72794255272e-22    5.3348732279e-29    1.12837086459e-07
0.00021379620895    3.28835862064e-22    4.86471171892e-29    1.47937362084e-07
0.000218776162395    1.69477086239e-22    4.43601630257e-29    2.617471919e-07
